A	Coef.KO - WT	Coef.WT - KO	t.KO - WT	t.WT - KO	p.value.KO - WT	p.value.WT - KO	p.value.adj.KO - WT	p.value.adj.WT - KO	F	F.p.value
RPS19	-0.1152678	0.70515907	-0.70515907	1.0089885	-1.0089885	0.3871879743	0.3871879743	0.77397218933	0.77397218933	1.0180579	0.3871879743
RPS2	1.1664342	-0.43741518	0.43741518	-0.1949078	0.1949078	0.8578985569	0.8578985569	0.99797892651	0.99797892651	0.037989	0.8578985569
RPS20	0.1321426	-2.15528596	2.15528596	-1.7165841	1.7165841	0.1844027185	0.1844027185	0.77397218933	0.77397218933	2.946661	0.1844027185
RPS21	-1.3246437	0.23199794	-0.23199794	0.1728227	-0.1728227	0.8737754928	0.8737754928	1	1	0.0298677	0.8737754928
RPS23	0.7641258	2.14251169	-2.14251169	1.5087103	-1.5087103	0.2283535101	0.2283535101	0.77397218933	0.77397218933	2.2762068	0.2283535101
RPS24	-2.2399526	-0.0506677	0.0506677	-0.0324196	0.0324196	0.9761705432	0.9761705432	1	1	0.001051	0.9761705432
RPS25	0.1797123	1.78135408	-1.78135408	1.1118099	-1.1118099	0.3471778312	0.3471778312	0.77397218933	0.77397218933	1.2361212	0.3471778312
RPS26	-0.2224976	-0.13702287	0.13702287	-0.0649005	0.0649005	0.9523294264	0.9523294264	1	1	0.0042121	0.9523294264
RPS27	-0.8466366	-3.89394135	3.89394135	-9.5422796	9.5422796	0.0024241487	0.0024241487	0.33568195051	0.33568195051	91.0551004	0.0024241487
RPS27A	2.5380623	-0.0030926	0.0030926	-0.0075494	0.0075494	0.9944496857	0.9944496857	1	1	5.7e-05	0.9944496857
RPS28	-1.9848668	1.12617054	-1.12617054	1.1561257	-1.1561257	0.331211547	0.331211547	0.77397218933	0.77397218933	1.3366267	0.331211547
RPS29	-0.5534144	0.69250312	-0.69250312	1.2133246	-1.2133246	0.3116896633	0.3116896633	0.77397218933	0.77397218933	1.4721565	0.3116896633
RPS3	2.177651	-1.52132764	1.52132764	-0.7891343	0.7891343	0.4875610211	0.4875610211	0.82802334003	0.82802334003	0.622733	0.4875610211
RPS3A	1.9276019	-1.36630092	1.36630092	-1.3227213	1.3227213	0.2775784117	0.2775784117	0.77397218933	0.77397218933	1.7495917	0.2775784117
RPS4X	2.905368	0.27518651	-0.27518651	0.7512157	-0.7512157	0.5069963234	0.5069963234	0.83774854939	0.83774854939	0.5643251	0.5069963234
RPS5	0.9676711	0.35933417	-0.35933417	0.3536574	-0.3536574	0.7469527241	0.7469527241	0.95840625264	0.95840625264	0.1250736	0.7469527241
RPS6	-0.3756415	-0.5743866	0.5743866	-0.255699	0.255699	0.8146867578	0.8146867578	0.99797892651	0.99797892651	0.065382	0.8146867578
RPS7	1.0641409	-1.35605717	1.35605717	-0.7514076	0.7514076	0.5068963737	0.5068963737	0.83774854939	0.83774854939	0.5646134	0.5068963737
RPS8	1.5810366	2.0557613	-2.0557613	1.3212806	-1.3212806	0.2780013856	0.2780013856	0.77397218933	0.77397218933	1.7457823	0.2780013856
RPS9	1.4568315	0.42983554	-0.42983554	0.4841775	-0.4841775	0.661354413	0.661354413	0.92510096245	0.92510096245	0.2344279	0.661354413
RPSA	1.928434	1.59991391	-1.59991391	2.1957462	-2.1957462	0.1154788275	0.1154788275	0.77397218933	0.77397218933	4.8213012	0.1154788275
RSL1D1	-2.7936073	-1.05664167	1.05664167	-1.1475449	1.1475449	0.3342448057	0.3342448057	0.77397218933	0.77397218933	1.3168593	0.3342448057
RTN1	1.3929971	-1.79296564	1.79296564	-0.876844	0.876844	0.445020727	0.445020727	0.79240935581	0.79240935581	0.7688554	0.445020727
RTN3	1.1859591	0.96189597	-0.96189597	1.538275	-1.538275	0.2214437788	0.2214437788	0.77397218933	0.77397218933	2.3662899	0.2214437788
RTN4	2.233898	0.74352638	-0.74352638	1.0902955	-1.0902955	0.3552018601	0.3552018601	0.77397218933	0.77397218933	1.1887442	0.3552018601
RUFY3	-0.0728167	0.88632103	-0.88632103	0.8039443	-0.8039443	0.4801416637	0.4801416637	0.81741190553	0.81741190553	0.6463264	0.4801416637
RUVBL1	-1.1350598	-0.71250117	0.71250117	-0.5262777	0.5262777	0.6350656985	0.6350656985	0.90280215386	0.90280215386	0.2769683	0.6350656985
RUVBL2	-1.6677927	1.1949875	-1.1949875	1.3677845	-1.3677845	0.2646868236	0.2646868236	0.77397218933	0.77397218933	1.8708343	0.2646868236
S100A7	2.7574261	-0.68919806	0.68919806	-1.8849082	1.8849082	0.1557804341	0.1557804341	0.77397218933	0.77397218933	3.5528789	0.1557804341
S100A8	3.0840964	-0.32240575	0.32240575	-0.9518043	0.9518043	0.4113067856	0.4113067856	0.77498583545	0.77498583545	0.9059315	0.4113067856
S100A9	3.3446307	-0.1044053	0.1044053	-0.2463384	0.2463384	0.8212886032	0.8212886032	0.99797892651	0.99797892651	0.0606826	0.8212886032
SARM1	-2.7936073	-1.05664167	1.05664167	-1.1475449	1.1475449	0.3342448057	0.3342448057	0.77397218933	0.77397218933	1.3168593	0.3342448057
SBSN	2.8478255	-0.15977283	0.15977283	-0.4209148	0.4209148	0.7021076821	0.7021076821	0.9386891966	0.9386891966	0.1771693	0.7021076821
SCAMP3	0.9513874	-2.07046721	2.07046721	-1.5186772	1.5186772	0.2259979011	0.2259979011	0.77397218933	0.77397218933	2.3063804	0.2259979011
SCARB2	-2.0856193	2.4726175	-2.4726175	2.2700106	-2.2700106	0.1077737799	0.1077737799	0.77397218933	0.77397218933	5.152948	0.1077737799
SCCPDH	-0.164808	0.3180046	-0.3180046	0.8384951	-0.8384951	0.4632067022	0.4632067022	0.8042743237	0.8042743237	0.703074	0.4632067022
SEC22B	-1.2768789	1.25814677	-1.25814677	0.5488704	-0.5488704	0.6212454568	0.6212454568	0.89316891617	0.89316891617	0.3012587	0.6212454568
SEC23B	-1.1615659	1.48877267	-1.48877267	1.5796929	-1.5796929	0.2121495766	0.2121495766	0.77397218933	0.77397218933	2.4954295	0.2121495766
SEPTIN2	-2.504113	1.6356302	-1.6356302	1.9313225	-1.9313225	0.1488168787	0.1488168787	0.77397218933	0.77397218933	3.7300065	0.1488168787
SEPTIN6	-1.4913104	0	0	0	0	1	1	1	1	0	1
SEPTIN7	-0.5728167	2.05160604	-2.05160604	1.7837725	-1.7837725	0.1723071037	0.1723071037	0.77397218933	0.77397218933	3.1818442	0.1723071037
SEPTIN9	-1.6677927	0.91829583	-0.91829583	0.9382726	-0.9382726	0.4172151357	0.4172151357	0.77747767901	0.77747767901	0.8803554	0.4172151357
SERBP1	-0.953559	-1.60311176	1.60311176	-1.215804	1.215804	0.3108703993	0.3108703993	0.77397218933	0.77397218933	1.4781793	0.3108703993
SERPINB12	-0.22625	-0.04847681	0.04847681	-0.1486537	0.1486537	0.8912420876	0.8912420876	1	1	0.0220979	0.8912420876
SERPINB3	0.9636117	-1.83380727	1.83380727	-1.5038927	1.5038927	0.2295017781	0.2295017781	0.77397218933	0.77397218933	2.2616934	0.2295017781
SERPINH1	-1.2419647	2.28835681	-2.28835681	2.0300364	-2.0300364	0.1351841029	0.1351841029	0.77397218933	0.77397218933	4.1210479	0.1351841029
SET	-1.730137	-3.18358226	3.18358226	-2.3762391	2.3762391	0.0978027453	0.0978027453	0.77397218933	0.77397218933	5.6465124	0.0978027453
SF1	-3.0577677	0.52832083	-0.52832083	0.9801436	-0.9801436	0.3991833641	0.3991833641	0.77397218933	0.77397218933	0.9606815	0.3991833641
SF3B1	-1.9319531	-2.77995	2.77995	-4.6860751	4.6860751	0.0182985039	0.0182985039	0.77397218933	0.77397218933	21.9593001	0.0182985039
SF3B2	-1.3214589	-1.16898666	1.16898666	-1.325965	1.325965	0.2766286241	0.2766286241	0.77397218933	0.77397218933	1.7581832	0.2766286241
SF3B3	-1.8091255	0.2456552	-0.2456552	0.6452477	-0.6452477	0.564645324	0.564645324	0.87388566771	0.87388566771	0.4163447	0.564645324
SFPQ	-0.917376	0.08412905	-0.08412905	0.0435399	-0.0435399	0.9680027564	0.9680027564	1	1	0.0018957	0.9680027564
SLC12A2	-2.2837916	-0.52832083	0.52832083	-0.9801436	0.9801436	0.3991833641	0.3991833641	0.77397218933	0.77397218933	0.9606815	0.3991833641
SLC12A9	-2.6139402	-1.41597584	1.41597584	-1.1803206	1.1803206	0.3228070626	0.3228070626	0.77397218933	0.77397218933	1.3931567	0.3228070626
SLC16A1	-2.504113	-0.57898853	0.57898853	-0.4733851	0.4733851	0.6682028629	0.6682028629	0.92909481733	0.92909481733	0.2240935	0.6682028629
SLC1A4	-0.2801377	0.1949875	-0.1949875	0.0857745	-0.0857745	0.9370410649	0.9370410649	1	1	0.0073573	0.9370410649
SLC1A5	1.6642724	0.73219354	-0.73219354	1.2559731	-1.2559731	0.2979012909	0.2979012909	0.77397218933	0.77397218933	1.5774684	0.2979012909
SLC25A13	-0.9683931	1.04583451	-1.04583451	1.3708227	-1.3708227	0.2638408552	0.2638408552	0.77397218933	0.77397218933	1.8791549	0.2638408552
SLC25A6	2.6690906	-0.05973427	0.05973427	-0.1406284	0.1406284	0.8970609226	0.8970609226	1	1	0.0197763	0.8970609226
SLC39A14	-0.7512993	1.69464083	-1.69464083	1.1527524	-1.1527524	0.3324006895	0.3324006895	0.77397218933	0.77397218933	1.3288381	0.3324006895
SLC3A2	5.0438838	-0.1589379	0.1589379	-0.4369164	0.4369164	0.691663095	0.691663095	0.93680617401	0.93680617401	0.1908959	0.691663095
SLC44A1	0.6899555	0.03939113	-0.03939113	0.0272691	-0.0272691	0.9799549836	0.9799549836	1	1	0.0007436	0.9799549836
SLC44A2	3.4655542	0.14657069	-0.14657069	0.2358021	-0.2358021	0.8287434043	0.8287434043	0.99797892651	0.99797892651	0.0556026	0.8287434043
SLC7A1	-1.3116433	-2.9639279	2.9639279	-4.1933974	4.1933974	0.0246522886	0.0246522886	0.77397218933	0.77397218933	17.5845816	0.0246522886
SLC7A5	-0.8947486	1.72073255	-1.72073255	1.0592341	-1.0592341	0.3671078506	0.3671078506	0.77397218933	0.77397218933	1.1219768	0.3671078506
SNAP25	-3.3219281	0	0	0	0	1	1	1	1	0	1
SNRNP70	-2.7936073	1.05664167	-1.05664167	1.1475449	-1.1475449	0.3342448057	0.3342448057	0.77397218933	0.77397218933	1.3168593	0.3342448057
SNRPB	-1.3282326	-0.39251273	0.39251273	-0.2248977	0.2248977	0.8364841379	0.8364841379	0.99797892651	0.99797892651	0.050579	0.8364841379
SNRPD1	-2.5294468	0.52832083	-0.52832083	0.4456949	-0.4456949	0.6859717321	0.6859717321	0.93680617401	0.93680617401	0.1986439	0.6859717321
SNRPD3	-1.4818798	1.56681324	-1.56681324	1.9252655	-1.9252655	0.1497046694	0.1497046694	0.77397218933	0.77397218933	3.7066472	0.1497046694
SNRPF	-1.2872224	0.93578497	-0.93578497	0.5735906	-0.5735906	0.6063598975	0.6063598975	0.89226789927	0.89226789927	0.3290061	0.6063598975
SOD1	-2.8540356	-0.93578497	0.93578497	-1.1285295	1.1285295	0.3410659519	0.3410659519	0.77397218933	0.77397218933	1.2735788	0.3410659519
SPRR1B	-1.2848459	-1.96088102	1.96088102	-2.2550362	2.2550362	0.1092763199	0.1092763199	0.77397218933	0.77397218933	5.0851884	0.1092763199
SPRR2E	0.9866232	-0.0151423	0.0151423	-0.0053973	0.0053973	0.9960318797	0.9960318797	1	1	2.91e-05	0.9960318797
SPTAN1	0.8760662	2.50739524	-2.50739524	2.6079803	-2.6079803	0.0796844872	0.0796844872	0.77397218933	0.77397218933	6.8015611	0.0796844872
SPTBN1	1.4248086	2.54823848	-2.54823848	1.8107831	-1.8107831	0.1677029057	0.1677029057	0.77397218933	0.77397218933	3.2789353	0.1677029057
SRC	-2.001126	-1.5849625	1.5849625	-1.9478893	1.9478893	0.1464199272	0.1464199272	0.77397218933	0.77397218933	3.7942728	0.1464199272
SRI	-3.3219281	0	0	0	0	1	1	1	1	0	1
SRP14	-1.9627917	-1.66163104	1.66163104	-2.1996894	2.1996894	0.1150533934	0.1150533934	0.77397218933	0.77397218933	4.8386334	0.1150533934
SRP9	-2.3374463	-0.42101147	0.42101147	-0.2926664	0.2926664	0.7888218473	0.7888218473	0.99206783679	0.99206783679	0.0856536	0.7888218473
SRSF1	-1.3885318	-2.31884045	2.31884045	-1.1359407	1.1359407	0.3383910761	0.3383910761	0.77397218933	0.77397218933	1.2903612	0.3383910761
SRSF10	-3.3219281	0	0	0	0	1	1	1	1	0	1
SRSF3	-0.9683931	-0.20381157	0.20381157	-0.2513229	0.2513229	0.8177706344	0.8177706344	0.99797892651	0.99797892651	0.0631632	0.8177706344
SRSF6	-2.7936073	-1.05664167	1.05664167	-1.1475449	1.1475449	0.3342448057	0.3342448057	0.77397218933	0.77397218933	1.3168593	0.3342448057
SRSF7	-1.0898752	-1.79743914	1.79743914	-1.7801949	1.7801949	0.1729277788	0.1729277788	0.77397218933	0.77397218933	3.1690938	0.1729277788
SRSF9	-3.3219281	0	0	0	0	1	1	1	1	0	1
SSRP1	-3.3219281	0	0	0	0	1	1	1	1	0	1
STMN1	1.2768858	-1.50034123	1.50034123	-0.9204925	0.9204925	0.4250968046	0.4250968046	0.78083570948	0.78083570948	0.8473064	0.4250968046
STOML2	-0.8431489	2.74293956	-2.74293956	2.4783221	-2.4783221	0.089258712	0.089258712	0.77397218933	0.77397218933	6.1420804	0.089258712
STRA6	-2.6139402	-1.41597584	1.41597584	-1.1803206	1.1803206	0.3228070626	0.3228070626	0.77397218933	0.77397218933	1.3931567	0.3228070626
SUPT16H	-2.6552614	-1.33333333	1.33333333	-1.1748672	1.1748672	0.3246824361	0.3246824361	0.77397218933	0.77397218933	1.3803128	0.3246824361
SURF4	-1.7460402	-3.15177574	3.15177574	-3.9300509	3.9300509	0.0292383878	0.0292383878	0.77397218933	0.77397218933	15.4452999	0.0292383878
SYNCRIP	-0.8242878	-1.86165417	1.86165417	-2.0549134	2.0549134	0.1319843716	0.1319843716	0.77397218933	0.77397218933	4.2226692	0.1319843716
TAF15	-1.088004	-2.07787323	2.07787323	-1.4669409	1.4669409	0.2385225862	0.2385225862	0.77397218933	0.77397218933	2.1519156	0.2385225862
TAGLN2	2.5000951	0.24887502	-0.24887502	0.5971822	-0.5971822	0.5923882576	0.5923882576	0.88910884543	0.88910884543	0.3566266	0.5923882576
TARDBP	-1.113471	-1.24698917	1.24698917	-0.8825345	0.8825345	0.4423766038	0.4423766038	0.79174069086	0.79174069086	0.7788672	0.4423766038
TBCB	-1.7551149	0	0	0	0	1	1	1	1	0	1
TCP1	0.3441924	0.26192136	-0.26192136	0.3066186	-0.3066186	0.7791515231	0.7791515231	0.98539071652	0.98539071652	0.0940149	0.7791515231
TENM4	-1.5189642	-2.05797564	2.05797564	-1.1334608	1.1334608	0.3392837896	0.3392837896	0.77397218933	0.77397218933	1.2847334	0.3392837896
TF	-0.0436537	2.71995711	-2.71995711	1.749204	-1.749204	0.1784130277	0.1784130277	0.77397218933	0.77397218933	3.0597148	0.1784130277
TFRC	2.7320981	0.75150543	-0.75150543	1.4966349	-1.4966349	0.2312436637	0.2312436637	0.77397218933	0.77397218933	2.2399162	0.2312436637
TGM1	-1.3992202	-3.84541574	3.84541574	-2.3274885	2.3274885	0.1022333433	0.1022333433	0.77397218933	0.77397218933	5.4172027	0.1022333433
THOC3	-1.8627802	-1.86165417	1.86165417	-1.2787423	1.2787423	0.2907995884	0.2907995884	0.77397218933	0.77397218933	1.6351818	0.2907995884
THRAP3	-2.6269406	-1.389975	1.389975	-1.1787014	1.1787014	0.323362737	0.323362737	0.77397218933	0.77397218933	1.389337	0.323362737
THY1	2.8472098	0.44160908	-0.44160908	1.10101	-1.10101	0.3511832061	0.3511832061	0.77397218933	0.77397218933	1.2122229	0.3511832061
TIA1	-1.9627917	-0.11367897	0.11367897	-0.0932831	0.0932831	0.9315500592	0.9315500592	1	1	0.0087017	0.9315500592
TIGAR	-2.0615544	-0.40746414	0.40746414	-0.878193	0.878193	0.4443926178	0.4443926178	0.79240935581	0.79240935581	0.771223	0.4443926178
TIPRL	-2.504113	1.6356302	-1.6356302	1.1912358	-1.1912358	0.3190863537	0.3190863537	0.77397218933	0.77397218933	1.4190427	0.3190863537
TLN1	-0.0670166	2.09025181	-2.09025181	1.0889396	-1.0889396	0.3557136107	0.3557136107	0.77397218933	0.77397218933	1.1857894	0.3557136107
TMED10	-1.6692815	-0.37708151	0.37708151	-0.1596079	0.1596079	0.8833145752	0.8833145752	1	1	0.0254747	0.8833145752
TMED7-TICAM2	-0.9260656	1.69582095	-1.69582095	1.1935507	-1.1935507	0.3183028515	0.3183028515	0.77397218933	0.77397218933	1.4245634	0.3183028515
TMED9	-0.6986313	0.46664354	-0.46664354	0.2625079	-0.2625079	0.8098975342	0.8098975342	0.99797892651	0.99797892651	0.0689104	0.8098975342
TMEM205	-2.5294468	-0.52832083	0.52832083	-0.9801436	0.9801436	0.3991833641	0.3991833641	0.77397218933	0.77397218933	0.9606815	0.3991833641
TNFRSF10B	-2.7244343	-1.1949875	1.1949875	-1.1633331	1.1633331	0.328685141	0.328685141	0.77397218933	0.77397218933	1.353344	0.328685141
TNPO1	2.3526738	-0.28962173	0.28962173	-0.8847865	0.8847865	0.4413340689	0.4413340689	0.79174069086	0.79174069086	0.7828472	0.4413340689
TOMM70	-2.7936073	-1.05664167	1.05664167	-1.1475449	1.1475449	0.3342448057	0.3342448057	0.77397218933	0.77397218933	1.3168593	0.3342448057
TPBG	-2.7936073	1.05664167	-1.05664167	1.1475449	-1.1475449	0.3342448057	0.3342448057	0.77397218933	0.77397218933	1.3168593	0.3342448057
TPI1	3.7215888	0.08832614	-0.08832614	0.1904674	-0.1904674	0.8610837987	0.8610837987	0.99797892651	0.99797892651	0.0362778	0.8610837987
TPM3	5.2615423	-0.06649484	0.06649484	-0.2052576	0.2052576	0.8504883561	0.8504883561	0.99797892651	0.99797892651	0.0421307	0.8504883561
TPP2	-1.2808047	-1.47765314	1.47765314	-1.3823373	1.3823373	0.2606608221	0.2606608221	0.77397218933	0.77397218933	1.9108565	0.2606608221
TPT1	-1.7886494	-0.67658245	0.67658245	-0.3064364	0.3064364	0.7792774721	0.7792774721	0.98539071652	0.98539071652	0.0939032	0.7792774721
TRAP1	0.3873601	-1.69526813	1.69526813	-0.9027387	0.9027387	0.4331017215	0.4331017215	0.79137434972	0.79137434972	0.8149372	0.4331017215
TRIM28	-2.7682734	-1.10730936	1.10730936	-1.1539388	1.1539388	0.3319819861	0.3319819861	0.77397218933	0.77397218933	1.3315747	0.3319819861
TTYH3	-1.1209117	-0.74079747	0.74079747	-0.81102	0.81102	0.4766309353	0.4766309353	0.81341905334	0.81341905334	0.6577534	0.4766309353
TUBA1B	5.2759411	-0.42426039	0.42426039	-1.3095105	1.3095105	0.2814823264	0.2814823264	0.77397218933	0.77397218933	1.7148177	0.2814823264
TUBB	6.0462372	-0.06521171	0.06521171	-0.1987911	0.1987911	0.8551158243	0.8551158243	0.99797892651	0.99797892651	0.0395179	0.8551158243
TUFM	2.8248435	0.58109748	-0.58109748	1.2934543	-1.2934543	0.2863048517	0.2863048517	0.77397218933	0.77397218933	1.6730241	0.2863048517
TXN	0.7509547	-0.36414875	0.36414875	-0.1406015	0.1406015	0.897080415	0.897080415	1	1	0.0197688	0.897080415
TXNDC5	-1.2330398	1.0441501	-1.0441501	0.9570645	-0.9570645	0.4090309675	0.4090309675	0.77498583545	0.77498583545	0.9159725	0.4090309675
TXNRD1	-1.6658218	-0.77397603	0.77397603	-0.694935	0.694935	0.5370058452	0.5370058452	0.85577643824	0.85577643824	0.4829346	0.5370058452
U2AF1L5	-2.4066192	0.28266564	-0.28266564	0.7112194	-0.7112194	0.5281804165	0.5281804165	0.85328984957	0.85328984957	0.505833	0.5281804165
UBA1	1.9636441	0.56435878	-0.56435878	1.2808131	-1.2808131	0.290162491	0.290162491	0.77397218933	0.77397218933	1.6404822	0.290162491
UBA6	-1.1449766	0.02600084	-0.02600084	0.0181353	-0.0181353	0.986667801	0.986667801	1	1	0.0003289	0.986667801
UBE2N	-0.2377089	-2.16843845	2.16843845	-1.2808612	1.2808612	0.2901477235	0.2901477235	0.77397218933	0.77397218933	1.6406053	0.2901477235
UBQLN4	-0.7072197	-0.62482304	0.62482304	-0.2601373	0.2601373	0.8115637184	0.8115637184	0.99797892651	0.99797892651	0.0676714	0.8115637184
UBXN1	-2.5294468	1.5849625	-1.5849625	1.9478893	-1.9478893	0.1464199272	0.1464199272	0.77397218933	0.77397218933	3.7942728	0.1464199272
UCHL1	3.3772303	0.44721699	-0.44721699	0.9827229	-0.9827229	0.3980966679	0.3980966679	0.77397218933	0.77397218933	0.9657444	0.3980966679
UQCRC1	0.5104862	-1.82823701	1.82823701	-1.9923746	1.9923746	0.140204452	0.140204452	0.77397218933	0.77397218933	3.9695567	0.140204452
USP5	-1.500385	1.03849241	-1.03849241	0.6146215	-0.6146215	0.582209536	0.582209536	0.88449922781	0.88449922781	0.3777596	0.582209536
VAPA	-2.117125	-0.86165417	0.86165417	-0.4873097	0.4873097	0.6593750873	0.6593750873	0.92499985828	0.92499985828	0.2374707	0.6593750873
VAPB	0.709302	-0.47765314	0.47765314	-0.8577923	0.8577923	0.4539754541	0.4539754541	0.79817346844	0.79817346844	0.7358076	0.4539754541
VASN	-0.6949423	1.51083169	-1.51083169	1.7516581	-1.7516581	0.1779714755	0.1779714755	0.77397218933	0.77397218933	3.0683061	0.1779714755
VAT1	2.3753088	0.47029606	-0.47029606	0.9657195	-0.9657195	0.4053117526	0.4053117526	0.77498583545	0.77498583545	0.9326142	0.4053117526
VDAC1	1.1609832	-1.69908129	1.69908129	-1.0206745	1.0206745	0.3824260403	0.3824260403	0.77397218933	0.77397218933	1.0417765	0.3824260403
VDAC2	3.4196098	-0.5204875	0.5204875	-0.7544299	0.7544299	0.5053244032	0.5053244032	0.83774854939	0.83774854939	0.5691644	0.5053244032
VDAC3	0.0958208	0.00354617	-0.00354617	0.0015102	-0.0015102	0.9988896793	0.9988896793	1	1	2.3e-06	0.9988896793
VGF	0.6080568	3.93820773	-3.93820773	2.5142658	-2.5142658	0.0864692947	0.0864692947	0.77397218933	0.77397218933	6.3215326	0.0864692947
VIM	-0.005749	1.59086317	-1.59086317	1.6302908	-1.6302908	0.2013801577	0.2013801577	0.77397218933	0.77397218933	2.6578479	0.2013801577
WARS1	-1.752286	-0.74930917	0.74930917	-1.5127661	1.5127661	0.2273916958	0.2273916958	0.77397218933	0.77397218933	2.2884614	0.2273916958
WDR47	-2.0615544	-2.52074747	2.52074747	-2.2592546	2.2592546	0.1088505002	0.1088505002	0.77397218933	0.77397218933	5.1042314	0.1088505002
YBX1	1.4241769	0.84739254	-0.84739254	1.0307064	-1.0307064	0.3783827359	0.3783827359	0.77397218933	0.77397218933	1.0623557	0.3783827359
YWHAQ	4.5706629	0.21714055	-0.21714055	0.6668376	-0.6668376	0.5525045068	0.5525045068	0.86468194118	0.86468194118	0.4446724	0.5525045068
ZFR	-2.5294468	-1.5849625	1.5849625	-1.9478893	1.9478893	0.1464199272	0.1464199272	0.77397218933	0.77397218933	3.7942728	0.1464199272
ZNF326	-3.3219281	0	0	0	0	1	1	1	1	0	1
