seqnames	start	end	width	strand	length	abs_summit	pileup	X.log10.pvalue.	fold_enrichment	X.log10.qvalue.	name	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr7	58408045	58408371	327	*	328	58408085	13.22	6.36991	4.05957	2.61564	peak_875	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	957868	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	58497218	58497723	506	*	507	58497606	13.22	5.719	3.69345	2.04045	peak_876	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	1047041	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	58732651	58733729	1079	*	1080	58733314	17.35	9.6591	5.23898	5.65763	peak_877	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	1282474	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	58797676	58797981	306	*	307	58797854	69.42	19.90033	3.70617	15.55828	peak_878	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	1347499	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	58832504	58832953	450	*	451	58832695	28.92	18.94779	7.77103	14.62939	peak_879	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	1382327	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	58959288	58959735	448	*	449	58959408	19.83	8.88077	4.59715	4.92174	peak_880	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	1509111	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	59209272	59209683	412	*	413	59209504	14.05	5.70553	3.51642	2.02763	peak_881	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	1759095	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	59292478	59293260	783	*	784	59292510	62.81	12.09792	2.77418	7.98641	peak_882	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	1842301	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	59389289	59389572	284	*	285	59389556	19.01	5.77965	3.05451	2.0975	peak_883	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	1939112	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	59404665	59405249	585	*	586	59405247	15.7	5.31046	3.34031	1.69154	peak_884	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	1954488	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	59561880	59562180	301	*	302	59562174	14.88	7.0557	4.47443	3.24584	peak_885	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	2111703	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	59808377	59808660	284	*	285	59808577	24.79	13.09674	5.75534	8.95041	peak_886	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	2358200	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	59908262	59908821	560	*	561	59908330	19.01	5.28566	2.85816	1.67083	peak_887	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	2458085	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	59995737	59996017	281	*	282	59995762	64.46	10.70313	2.51765	6.65286	peak_888	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	2545560	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	60059109	60059442	334	*	335	60059376	17.35	5.26629	3.05905	1.65591	peak_889	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	2608932	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	60185453	60185777	325	*	326	60185501	18.18	9.13101	4.73304	5.16142	peak_890	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	2735276	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	60218039	60218787	749	*	750	60218569	19.01	10.80353	5.37167	6.75046	peak_891	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	2767862	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	60288557	60288945	389	*	390	60288867	16.53	7.60881	4.35229	3.73995	peak_892	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	2838380	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	60332361	60332877	517	*	518	60332361	22.31	5.86828	2.91409	2.1739	peak_893	Distal Intergenic	7	57450177	57473559	23383	1	441234	ENST00000420713.2	2882184	ENSG00000182111	ZNF716	zinc finger protein 716
chr7	60401058	60401336	279	*	280	60401267	29.75	10.00074	3.84378	5.98453	peak_894	Distal Intergenic	7	63291518	63303988	12471	2	643955	ENST00000444809.1	2902652	ENSG00000185037	ZNF733P	zinc finger protein 733, pseudogene
chr7	60494379	60494821	443	*	444	60494504	18.18	9.18916	4.76269	5.21593	peak_895	Distal Intergenic	7	63291518	63303988	12471	2	643955	ENST00000444809.1	2809167	ENSG00000185037	ZNF733P	zinc finger protein 733, pseudogene
chr7	76294424	76294764	341	*	342	76294537	79.33	88.04571	22.93023	83.05646	peak_896	Distal Intergenic	7	76302673	76303257	585	1	3315	ENST00000676398.1	-7909	ENSG00000106211	HSPB1	heat shock protein family B (small) member 1
chr7	100958221	100958731	511	*	512	100958250	67.76	8.1898	2.14889	4.27542	peak_897	Promoter (<=1kb)	7	100957965	100967890	9926	1	4584	ENST00000414964.5	256	ENSG00000169894	MUC3A	mucin 3A, cell surface associated
chr7	101126319	101127053	735	*	736	101126652	43.8	37.95156	12.78725	33.31991	peak_898	Promoter (<=1kb)	7	101127104	101139247	12144	1	5054	ENST00000223095.5	-51	ENSG00000106366	SERPINE1	serpin family E member 1
chr7	118057532	118057835	304	*	305	118057627	20.66	10.92847	5.41498	6.86873	peak_899	Distal Intergenic	7	118184144	118192155	8012	1	51691	ENST00000424702.1	-126309	ENSG00000128534	LSM8	LSM8 homolog, U6 small nuclear RNA associated
chr7	149028499	149028806	308	*	309	149028576	21.49	11.79668	5.62158	7.69519	peak_900	Promoter (<=1kb)	7	149003062	149028505	25444	2	9601	ENST00000652332.1	0	ENSG00000155660	PDIA4	protein disulfide isomerase family A member 4
chr7	156265286	156265945	660	*	661	156265477	18.18	10.54253	5.47487	6.49709	peak_901	Distal Intergenic	7	156432523	156435833	3311	2	105375599	ENST00000426187.1	169888	NA	LOC105375599	uncharacterized LOC105375599
chr7	158147688	158148652	965	*	966	158147863	57.85	13.31262	3.11175	9.16056	peak_902	Intron (ENST00000389413.7/5799, intron 6 of 21)	7	158110825	158205277	94453	2	5799	ENST00000404321.3	56625	ENSG00000155093	PTPRN2	protein tyrosine phosphatase receptor type N2
chr7	158337325	158337992	668	*	669	158337551	23.14	9.90707	4.3565	5.89485	peak_903	Intron (ENST00000389413.7/5799, intron 2 of 21)	7	158110825	158205277	94453	2	5799	ENST00000404321.3	-132048	ENSG00000155093	PTPRN2	protein tyrosine phosphatase receptor type N2
chr7	159089086	159089348	263	*	264	159089296	14.88	6.12565	3.94189	2.4084	peak_904	Intron (ENST00000262178.7/7434, intron 4 of 12)	7	159030455	159097204	66750	2	7434	ENST00000377633.7	7856	ENSG00000106018	VIPR2	vasoactive intestinal peptide receptor 2
chr8	629737	630954	1218	*	1219	630725	28.92	18.84738	7.72045	14.53041	peak_905	Intron (ENST00000522706.5/157697, intron 3 of 3)	8	616526	640632	24107	2	157697	ENST00000519909.1	9678	ENSG00000104714	ERICH1	glutamate rich 1
chr8	669051	669573	523	*	524	669395	21.49	9.90159	4.70021	5.88983	peak_906	Promoter (<=1kb)	8	664622	669277	4656	2	157697	ENST00000523053.1	0	ENSG00000104714	ERICH1	glutamate rich 1
chr8	977977	978403	427	*	428	978032	15.7	7.96283	4.76722	4.06508	peak_907	Intron (ENST00000637795.2/9228, intron 2 of 14)	8	883328	1105066	221739	1	9228	ENST00000578889.1	94649	ENSG00000198010	DLGAP2	DLG associated protein 2
chr8	1839115	1840161	1047	*	1048	1839210	25.62	10.5157	4.43638	6.47501	peak_908	Intron (ENST00000635855.1/9639, intron 2 of 29)	8	1826111	1958633	132523	1	9639	ENST00000398564.5	13004	ENSG00000104728	ARHGEF10	Rho guanine nucleotide exchange factor 10
chr8	42896217	42896686	470	*	471	42896559	16.53	8.79877	5.0031	4.84419	peak_909	Promoter (<=1kb)	8	42896197	42896275	79	2	100616115	ENST00000583919.1	0	ENSG00000284062	MIR4469	microRNA 4469
chr8	43237990	43238606	617	*	618	43237991	578.48	5.18951	1.20474	1.58988	peak_910	Distal Intergenic	8	43196168	43199858	3691	1	138050	ENST00000519705.1	41822	ENSG00000165102	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase
chr8	44213360	44213696	337	*	338	44213542	15.7	5.31046	3.34031	1.69154	peak_911	Distal Intergenic	8	43292483	43363518	71036	1	340441	ENST00000519951.2	920877	ENSG00000188877	POTEA	POTE ankyrin domain family member A
chr8	44860588	44860990	403	*	404	44860671	14.05	5.70554	3.51642	2.02763	peak_912	Distal Intergenic	8	43292483	43363518	71036	1	340441	ENST00000519951.2	1568105	ENSG00000188877	POTEA	POTE ankyrin domain family member A
chr8	45526865	45527273	409	*	410	45527001	23.14	11.49423	5.04568	7.40424	peak_913	Distal Intergenic	8	46579213	46614523	35311	2	389652	ENST00000518311.3	1087250	ENSG00000248498	ASNSP1	ASNS pseudogene 1
chr8	85714324	85715045	722	*	723	85714479	35.54	14.09659	4.56688	9.91877	peak_914	Exon (ENST00000622156.1/ENST00000622156.1, exon 1 of 1)	8	85851446	85861562	10117	2	105375622	ENST00000650562.1	146517	ENSG00000285768	LINC02849	long intergenic non-protein coding RNA 2849
chr8	85716659	85716913	255	*	256	85716844	29.75	6.74536	2.83708	2.95772	peak_915	Distal Intergenic	8	85851446	85861562	10117	2	105375622	ENST00000650562.1	144649	ENSG00000285768	LINC02849	long intergenic non-protein coding RNA 2849
chr8	85735261	85735646	386	*	387	85735608	42.97	7.04633	2.44292	3.2376	peak_916	Intron (ENST00000620964.2/ENST00000620964.2, intron 1 of 1)	8	85851446	85861562	10117	2	105375622	ENST00000650562.1	125916	ENSG00000285768	LINC02849	long intergenic non-protein coding RNA 2849
chr8	85736975	85737613	639	*	640	85737535	41.32	8.74413	2.78364	4.79773	peak_917	Exon (ENST00000620964.2/ENST00000620964.2, exon 2 of 2)	8	85851446	85861562	10117	2	105375622	ENST00000650562.1	123949	ENSG00000285768	LINC02849	long intergenic non-protein coding RNA 2849
chr8	85773669	85774355	687	*	688	85774130	68.59	11.6922	2.57744	7.59595	peak_918	Distal Intergenic	8	85851446	85861562	10117	2	105375622	ENST00000650562.1	87207	ENSG00000285768	LINC02849	long intergenic non-protein coding RNA 2849
chr8	102238993	102239622	630	*	631	102239251	40.49	33.62212	11.531	29.04905	peak_919	Promoter (<=1kb)	8	102239386	102253750	14365	1	101927221	ENST00000520820.3	0	NA	UBR5-DT	UBR5 divergent transcript
chr8	102653755	102654897	1143	*	1144	102654682	21.49	11.72143	5.58349	7.62377	peak_920	Promoter (<=1kb)	8	102648786	102654375	5590	2	7071	ENST00000395884.3	0	ENSG00000155090	KLF10	KLF transcription factor 10
chr8	102655405	102656032	628	*	629	102655638	31.4	21.29953	8.04588	16.92528	peak_921	Promoter (<=1kb)	8	102648784	102655725	6942	2	7071	ENST00000285407.11	0	ENSG00000155090	KLF10	KLF transcription factor 10
chr8	102745294	102745630	337	*	338	102745415	27.27	14.81389	5.87837	10.61295	peak_922	Distal Intergenic	8	102805517	102809566	4050	1	401472	ENST00000522715.1	-59887	NA	GASAL1	growth arrest associated lncRNA 1
chr8	103414859	103415376	518	*	519	103414957	28.92	12.67417	4.94979	8.5423	peak_923	Promoter (<=1kb)	8	103415365	103420648	5284	1	25879	ENST00000521716.1	0	ENSG00000164934	DCAF13	DDB1 and CUL4 associated factor 13
chr8	124856801	124857112	312	*	313	124856875	37.19	9.78053	3.18232	5.77492	peak_924	Promoter (<=1kb)	8	124834884	124857516	22633	2	105375743	ENST00000533496.1	404	ENSG00000255491	LOC105375743	uncharacterized LOC105375743
chr8	130262920	130263210	291	*	292	130262993	16.53	8.79877	5.0031	4.84419	peak_925	Intron (ENST00000518721.6/50807, intron 3 of 29)	8	130179335	130247042	67708	2	50807	ENST00000520342.5	-15878	ENSG00000153317	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
chr8	133297706	133298055	350	*	351	133297911	26.44	16.31379	6.81468	12.06512	peak_926	Promoter (<=1kb)	8	133256819	133297958	41140	2	10397	ENST00000519228.5	0	ENSG00000104419	NDRG1	N-myc downstream regulated 1
chr8	134498769	134499040	272	*	273	134498964	15.7	7.96283	4.76722	4.06508	peak_927	Intron (ENST00000520356.5/57623, intron 13 of 13)	8	134478222	134510182	31961	2	57623	ENST00000521673.5	11142	ENSG00000066827	ZFAT	zinc finger and AT-hook domain containing
chr8	138206306	138206888	583	*	584	138206347	26.44	9.529	3.92067	5.53681	peak_928	Intron (ENST00000395297.6/51059, intron 7 of 19)	8	138142860	138152404	9545	2	51059	ENST00000467365.1	-53902	ENSG00000147724	FAM135B	family with sequence similarity 135 member B
chr8	138830920	138831206	287	*	288	138831029	17.35	9.6591	5.23898	5.65763	peak_929	Promoter (2-3kb)	8	138825719	138828105	2387	2	169044	ENST00000517515.1	-2815	ENSG00000169436	COL22A1	collagen type XXII alpha 1 chain
chr8	141445527	141446179	653	*	654	141445782	19.01	10.01272	4.96789	5.99516	peak_930	Intron (ENST00000521053.5/389690, intron 19 of 27)	8	141434545	141437954	3410	1	107983985	ENST00000606664.1	10982	NA	LOC107983985	Putative chemokine-related protein FP248
chr8	141492286	141493116	831	*	832	141492368	66.94	23.7518	4.52921	19.32934	peak_931	Intron (ENST00000521053.5/389690, intron 3 of 27)	8	141494911	141496759	1849	2	389690	ENST00000521161.5	3643	ENSG00000226807	MROH5	maestro heat like repeat family member 5 (gene/pseudogene)
chr8	141550158	141551468	1311	*	1312	141550997	58.67	41.03654	9.94569	36.36659	peak_932	Distal Intergenic	8	141514671	141518729	4059	1	122455339	ENST00000643770.2	35487	ENSG00000226490	C8orf90	chromosome 8 open reading frame 90
chr8	142081661	142083343	1683	*	1684	142082928	35.54	24.38526	8.5371	19.95255	peak_933	Distal Intergenic	8	142176339	142176418	80	1	100616268	ENST00000584349.1	-92996	ENSG00000265247	MIR4472-1	microRNA 4472-1
chr8	142676692	142677088	397	*	398	142676742	14.05	7.15268	4.29545	3.31311	peak_934	Intron (ENST00000505305.1/8000, intron 1 of 1)	8	142680457	142681770	1314	1	8000	ENST00000513264.1	-3369	ENSG00000167653	PSCA	prostate stem cell antigen
chr8	142936938	142937275	338	*	339	142937094	17.35	8.44714	4.58858	4.5171	peak_935	Distal Intergenic	8	142910559	142917843	7285	2	1585	ENST00000323110.2	-19095	ENSG00000179142	CYP11B2	cytochrome P450 family 11 subfamily B member 2
chr8	143167072	143167323	252	*	253	143167108	13.22	5.42412	3.53149	1.79392	peak_936	Distal Intergenic	8	143157914	143160711	2798	2	4062	ENST00000414417.6	-6361	ENSG00000176956	LY6H	lymphocyte antigen 6 family member H
chr8	143368358	143368646	289	*	290	143368432	14.05	7.15268	4.29545	3.31311	peak_937	Promoter (<=1kb)	8	143366631	143368548	1918	2	78998	ENST00000518049.1	0	ENSG00000254389	RHPN1-AS1	RHPN1 antisense RNA 1 (head to head)
chr8	143635636	143635956	321	*	322	143635718	18.18	7.28745	3.83614	3.43853	peak_938	Promoter (<=1kb)	8	143636019	143653730	17712	1	9831	ENST00000526926.6	-63	ENSG00000183309	ZNF623	zinc finger protein 623
chr8	143939742	143940615	874	*	875	143940441	28.1	20.43859	8.30547	16.0822	peak_939	Promoter (<=1kb)	8	143915153	143939597	24445	2	5339	ENST00000345136.8	-145	ENSG00000178209	PLEC	plectin
chr8	143942039	143943134	1096	*	1097	143942464	21.49	9.46042	4.49726	5.47045	peak_940	Promoter (<=1kb)	8	143915153	143942524	27372	2	5339	ENST00000357649.6	0	ENSG00000178209	PLEC	plectin
chr8	144103951	144104425	475	*	476	144104203	17.35	9.6591	5.23898	5.65763	peak_941	Promoter (<=1kb)	8	144098637	144104237	5601	2	81858	ENST00000359551.6	0	ENSG00000179526	SHARPIN	SHANK associated RH domain interactor
chr8	144557031	144557540	510	*	511	144557183	18.18	10.54253	5.47487	6.49709	peak_942	Intron (ENST00000276826.5/80728, intron 2 of 9)	8	144537758	144545664	7907	2	80728	ENST00000528810.1	-11367	ENSG00000147799	ARHGAP39	Rho GTPase activating protein 39
chr8	144634301	144634791	491	*	492	144634505	25.62	16.90787	7.39721	12.64394	peak_943	Intron (ENST00000377307.7/80728, intron 1 of 11)	8	144529179	144605816	76638	2	80728	ENST00000276826.5	-28485	ENSG00000147799	ARHGAP39	Rho GTPase activating protein 39
chr8	144767487	144768666	1180	*	1181	144767902	799.95	1659.14685	228.62042	1649.65723	peak_944	Distal Intergenic	8	144753681	144756417	2737	2	90987	ENST00000530353.1	-11070	ENSG00000198169	ZNF251	zinc finger protein 251
chr8	144786698	144787681	984	*	985	144787382	33.88	25.20235	9.55972	20.75338	peak_945	Promoter (<=1kb)	8	144772224	144787317	15094	2	80778	ENST00000429371.7	0	ENSG00000196378	ZNF34	zinc finger protein 34
chr9	5432998	5433296	299	*	300	5433057	18.18	10.54253	5.47487	6.49709	peak_946	Intron (ENST00000223864.7/55848, intron 2 of 5)	9	5392333	5436694	44362	2	55848	ENST00000473877.1	3398	ENSG00000107020	PLGRKT	plasminogen receptor with a C-terminal lysine
chr9	24574660	24574919	260	*	261	24574782	37.19	23.53056	7.63757	19.11292	peak_947	Intron (ENST00000649380.1/ENST00000649380.1, intron 3 of 4)	9	24543307	24545946	2640	2	100129669	ENST00000418122.1	-28714	ENSG00000205442	IZUMO3	IZUMO family member 3
chr9	37465516	37465944	429	*	430	37465693	27.27	12.00288	4.71185	7.89383	peak_948	Promoter (<=1kb)	9	37438102	37465450	27349	2	9925	ENST00000307750.5	-66	ENSG00000168795	ZBTB5	zinc finger and BTB domain containing 5
chr9	43398886	43399333	448	*	449	43398941	17.35	7.76577	4.23886	3.88534	peak_949	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	269918	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	43433148	43433617	470	*	471	43433338	18.18	7.22757	3.80843	3.38286	peak_950	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	304180	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	43482198	43482455	258	*	259	43482276	24.79	11.55077	5.0453	7.45892	peak_951	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	353230	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	43512062	43512443	382	*	383	43512182	28.1	11.68418	4.44234	7.58803	peak_952	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	383094	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	43610884	43611182	299	*	300	43610994	19.01	8.01622	4.01272	4.11178	peak_953	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	481916	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	43614505	43614895	391	*	392	43614763	19.83	7.11094	3.75993	3.29445	peak_954	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	485537	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	43797780	43798082	303	*	304	43797998	17.35	8.4983	4.61531	4.56693	peak_955	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	668812	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44043629	44044299	671	*	672	44043703	19.01	6.77991	3.46865	2.99143	peak_956	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	914661	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44070095	44070405	311	*	312	44070307	15.7	6.8544	4.14709	3.0612	peak_957	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	941127	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44137214	44138022	809	*	810	44137897	23.97	9.4478	4.30944	5.45983	peak_958	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1008246	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44191140	44191660	521	*	522	44191554	19.83	5.28566	2.97622	1.67083	peak_959	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1062172	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44198222	44198487	266	*	267	44198423	22.31	8.40735	3.88545	4.48051	peak_960	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1069254	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44217556	44217829	274	*	275	44217709	17.35	7.62091	4.16604	3.7517	peak_961	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1088588	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44307893	44308153	261	*	262	44308046	19.83	8.38489	4.35473	4.46066	peak_962	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1178925	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44351279	44351623	345	*	346	44351478	17.35	6.60524	3.67087	2.82637	peak_963	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1222311	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44430036	44430396	361	*	362	44430135	27.27	8.74288	3.53389	4.79703	peak_964	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1301068	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44450795	44451287	493	*	494	44451157	16.53	5.94584	3.50559	2.24416	peak_965	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1321827	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44457648	44458310	663	*	664	44458116	17.35	9.08764	4.92792	5.12119	peak_966	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1328680	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44509171	44509472	302	*	303	44509342	14.88	5.78628	3.75378	2.10352	peak_967	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1380203	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44782925	44784201	1277	*	1278	44784126	19.83	7.11094	3.75993	3.29445	peak_968	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1653957	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44790381	44790632	252	*	253	44790624	24.79	5.06283	2.57919	1.47055	peak_969	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1661413	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44802358	44802721	364	*	365	44802493	23.14	9.0174	3.99292	5.05273	peak_970	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1673390	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44812314	44812829	516	*	517	44812627	15.7	5.83181	3.6051	2.14614	peak_971	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1683346	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44847892	44848211	320	*	321	44847911	19.01	5.28566	2.85816	1.67083	peak_972	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1718924	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44893275	44893547	273	*	274	44893442	14.88	6.03825	3.89312	2.33105	peak_973	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1764307	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44970009	44970384	376	*	377	44970279	14.05	7.15268	4.29545	3.31311	peak_974	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1841041	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44984418	44985266	849	*	850	44985133	30.58	19.02681	7.25026	14.70699	peak_975	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1855450	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44989632	44990153	522	*	523	44989975	14.05	5.70554	3.51642	2.02763	peak_976	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1860664	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	44993827	44994349	523	*	524	44994031	15.7	6.9508	4.19971	3.15014	peak_977	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1864859	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	45058280	45058550	271	*	272	45058371	17.35	8.96478	4.86205	5.00217	peak_978	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1929312	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	45077196	45077653	458	*	459	45077555	22.31	5.86828	2.91409	2.1739	peak_979	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	1948228	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	45183223	45183496	274	*	275	45183364	21.49	11.72143	5.58349	7.62377	peak_980	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	2054255	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	45353564	45353906	343	*	344	45353668	22.31	6.99767	3.33039	3.19234	peak_981	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	2224596	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr9	45359677	45360162	486	*	487	45360043	16.53	8.79877	5.0031	4.84419	peak_982	Distal Intergenic	9	43128968	43131569	2602	1	102724904	ENST00000656631.1	2230709	ENSG00000286506	LOC102724904	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
