Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj
TGFA	77.9706	1.24004	0.283957	4.36615	1.26455e-05	2.94268e-05
TGFB1	563.809	-2.5842	0.130423	-19.8053	2.67953e-87	4.73942e-86
TGFB1I1	144.736	-2.0483	0.23555	-8.68793	3.69089e-18	1.71551e-17
TGFB2	77.8403	0.704725	0.274505	2.56719	0.0102525	0.0173121
TGFB3	143.196	2.67719	0.234324	11.4125	3.62357e-30	2.41654e-29
TGFBI	769.226	-4.89502	0.179716	-27.142	3.1451e-162	1.19446e-160
TGFBR1	197.979	-1.17041	0.184262	-6.35068	2.1437e-10	7.00174e-10
TGFBR2	293.612	-1.26289	0.155782	-8.10559	5.24908e-16	2.22734e-15
TGFBR3	157.077	-1.2776	0.212892	-5.99949	1.97938e-09	6.11986e-09
TGFBRAP1	160.16	-0.221442	0.195821	-1.13082	0.25813	0.324322
TGIF1	163.74	-3.43831	0.272245	-12.5799	2.72277e-36	2.09626e-35
TGIF2	172.546	-4.13821	0.305396	-13.4464	3.23028e-41	2.79618e-40
TGM1	37.8571	1.17197	0.410497	2.85405	0.00431661	0.00769942
TGM2	873.398	-0.235095	0.0941166	-2.49791	0.0124929	0.0207773
TGM3	3.14326	2.2267	1.2391	1.74383	0.0811882	0.115909
TGM5	1.73135	0.0890125	1.3896	0.0640681	0.948916	NA
TGM6	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
TGOLN2	1214.73	0.472651	0.0811074	5.82747	5.62747e-09	1.68959e-08
TGS1	97.8901	-1.09857	0.257348	-4.26736	1.97798e-05	4.51133e-05
TH	6.45291	1.41359	0.899287	1.5663	0.117278	0.161621
TH1L	569.631	-1.07774	0.112073	-9.6159	6.85061e-22	3.63145e-21
THADA	147.423	-1.33096	0.226263	-5.88041	4.09254e-09	1.24127e-08
THAP1	34.3851	-0.158184	0.413711	-0.38233	0.702217	0.753853
THAP10	45.891	1.51984	0.377139	4.02746	5.63837e-05	0.000123865
THAP11	340.518	-0.277264	0.137026	-2.02342	0.0430297	0.0650469
THAP2	31.087	0.554704	0.461735	1.20131	0.229632	0.292751
THAP3	33.0603	0.0709008	0.413806	0.171342	0.863955	0.889923
THAP4	432.728	-0.160131	0.127383	-1.25708	0.208726	0.269763
THAP5	57.0055	0.785736	0.323305	2.43019	0.0150911	0.024675
THAP6	24.3512	-0.582069	0.489843	-1.18776	0.234928	0.298526
THAP7	244.442	-0.612161	0.160753	-3.80789	0.000140158	0.000296398
THAP8	59.7356	0.494405	0.312313	1.58305	0.11341	0.156833
THAP9	19.9949	-0.0980762	0.532924	-0.184025	0.853994	0.881785
THBD	43.1039	0.0650046	0.363459	0.178852	0.858054	0.8853
THBS1	388.051	-2.77837	0.162598	-17.0738	2.32473e-65	3.06689e-64
THBS2	1985.97	-2.78495	0.0789843	-35.2544	2.94148e-272	2.46944e-270
THBS3	158.597	-0.711325	0.199126	-3.57189	0.000354411	0.0007199
THBS4	69.7911	2.43415	0.325899	7.45658	8.8796e-14	3.44389e-13
THEG	1.3109	0.797385	1.48044	0.536937	0.591311	NA
THEM4	48.3708	-0.584059	0.351874	-1.65947	0.0970216	0.136035
THEM5	9.65107	2.3359	0.811816	2.84635	0.00442232	0.00787436
THEMIS	51.7645	-2.09721	0.381968	-5.47547	4.36352e-08	1.23428e-07
THG1L	52.4608	-2.01216	0.380257	-5.27881	1.30022e-07	3.56242e-07
THNSL1	44.8092	0.145443	0.356642	0.40782	0.683406	0.736958
THNSL2	59.6973	0.915998	0.325479	2.81402	0.00489256	0.00866157
THOC1	53.8	-1.30239	0.345596	-3.76522	0.000166404	0.000349248
THOC2	174.412	-1.49009	0.200508	-7.42891	1.09498e-13	4.22813e-13
THOC3	31.2847	-0.655251	0.432127	-1.5157	0.129596	0.176789
THOC4	427.776	-2.25907	0.249271	-9.05988	1.30595e-19	6.42214e-19
THOC5	176.428	-1.07131	0.194865	-5.49672	3.86923e-08	1.09818e-07
THOC6	117.198	-2.2195	0.25972	-8.5337	1.41738e-17	6.45287e-17
THOC7	123.849	-0.963314	0.22914	-4.20315	2.63228e-05	5.9472e-05
THOP1	798.35	-0.212493	0.0965564	-2.2007	0.0277571	0.0434108
THPO	17.1413	0.866901	0.571322	1.51694	0.129283	0.176432
THRA	1320.27	3.26589	0.0921636	35.4277	6.38819e-275	5.49447e-273
THRAP3	684.981	-0.409981	0.100193	-4.09189	4.27865e-05	9.48853e-05
THRB	219.251	2.85625	0.194803	14.649	1.36762e-48	1.36111e-47
THRSP	5.06988	2.08986	1.03985	1.98041	0.0476572	0.0714207
THSD1	28.4754	2.9468	0.532081	5.49471	3.91359e-08	1.11041e-07
THSD1P1	27.7653	0.697313	0.451082	1.54577	0.12216	0.167664
THSD4	151.214	-0.649553	0.204946	-3.16912	0.00152904	0.0028882
THSD7A	35.1953	1.723	0.421506	4.08298	4.44609e-05	9.84989e-05
THSD7B	5.66347	2.27489	1.00113	2.23333	0.025527	0.0400874
THTPA	156.438	1.33089	0.205947	6.46152	1.03658e-10	3.44859e-10
THUMPD1	172.327	-0.362996	0.19433	-1.86787	0.0617795	0.090672
THUMPD2	34.1902	-0.345073	0.41842	-0.824573	0.409614	0.482031
THUMPD3	164.532	-1.1365	0.204276	-5.56239	2.66103e-08	7.62915e-08
THY1	2904.07	2.90899	0.0698098	41.6677	0	0
THYN1	166.068	0.441327	0.197567	2.23381	0.0254953	0.0400448
TIA1	252.63	-0.672055	0.159535	-4.21235	2.52732e-05	5.71964e-05
TIAF1	19.4484	2.11409	0.577877	3.64413	0.000268296	0.000551245
TIAL1	312.204	-0.550874	0.149595	-3.68233	0.000231113	0.000478029
TIAM1	1455.11	4.22814	0.10268	41.1533	0	0
TIAM2	94.5937	2.62879	0.283822	9.24731	2.30212e-20	1.15972e-19
TICAM1	182.035	-0.337294	0.183511	-1.83795	0.0660696	0.0962358
TICAM2	7.75822	1.18305	0.839047	1.40765	0.159235	0.211919
TIE1	109.556	1.55652	0.240477	6.47088	9.7435e-11	3.24833e-10
TIFA	58.5546	-1.01069	0.325161	-3.10674	0.00189161	0.00353086
TIGD1	16.4277	-0.430789	0.588432	-0.731797	0.464292	0.534581
TIGD2	22.7982	-1.34628	0.527769	-2.54526	0.0109196	0.018352
TIGD3	26.8869	1.36063	0.488054	2.78576	0.0053403	0.00940677
TIGD4	3.13622	0.880056	1.15978	0.757465	0.448771	0.519563
TIGD5	143.708	-0.486629	0.207805	-2.34163	0.0192	0.0308869
TIGD6	22.0126	-0.187968	0.509631	-0.368793	0.712282	0.762427
TIGD7	44.6978	0.376781	0.36284	1.03844	0.299065	0.368037
TIGIT	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
TIMD4	1.3109	0.797385	1.48044	0.536937	0.591311	NA
TIMELESS	350.853	-3.88457	0.206223	-18.7825	1.05047e-78	1.68787e-77
TIMM10	146.184	-0.237555	0.203042	-1.16995	0.242021	0.306605
TIMM13	489.372	-0.64666	0.118562	-5.45404	4.92383e-08	1.38897e-07
TIMM16	107.275	-0.471121	0.240493	-1.95883	0.0501328	0.0748495
TIMM17A	168.492	-0.556208	0.19365	-2.87206	0.00407808	0.00729622
TIMM17B	193.171	-0.592473	0.179952	-3.2922	0.000994056	0.00191878
TIMM22	153.991	-0.122536	0.198614	-0.61695	0.537268	0.606544
TIMM23	98.4022	-0.570824	0.24845	-2.29729	0.0216023	0.0343889
TIMM44	305.376	-0.39854	0.143752	-2.77236	0.00556512	0.00978004
TIMM50	394.338	-1.01874	0.136689	-7.45239	9.16638e-14	3.55197e-13
TIMM8A	28.2985	-1.20055	0.467891	-2.56229	0.0103983	0.0175415
TIMM8B	126.809	-0.801562	0.223527	-3.58544	0.000336517	0.000684741
TIMM9	60.0794	-0.568553	0.315027	-1.80446	0.0711599	0.102907
TIMP1	772.729	-2.42425	0.110634	-21.9066	2.24939e-106	4.95204e-105
TIMP2	2006.32	-0.484524	0.0695319	-6.96835	3.20678e-12	1.15631e-11
TIMP3	1108.51	-0.583292	0.0833009	-7.00217	2.52034e-12	9.14808e-12
TIMP4	122.39	2.66513	0.252751	10.5309	6.2212e-26	3.71283e-25
TINAGL1	102.378	1.06328	0.245703	4.32709	1.51093e-05	3.48734e-05
TINF2	228.968	0.0904015	0.162969	0.554718	0.579088	0.643692
TIPARP	103.199	-0.439248	0.241488	-1.81879	0.068943	0.0999978
TIPIN	20.9634	-1.68448	0.560099	-2.99568	0.00273835	0.00499917
TIPRL	139.689	-0.185918	0.208289	-0.892583	0.372081	0.443876
TIRAP	46.9582	-0.24049	0.356604	-0.674351	0.500088	0.569369
TJAP1	340.505	0.243586	0.137467	1.77196	0.0764014	0.109808
TJP1	484.364	0.975885	0.117617	8.29703	1.06746e-16	4.6649e-16
TJP2	579.885	0.685511	0.108898	6.29494	3.07515e-10	9.95694e-10
TJP3	36.2158	-2.63459	0.485599	-5.38501	7.24423e-08	2.02303e-07
TK1	451.517	-5.71812	0.290763	-19.4113	6.19651e-84	1.04542e-82
TK2	309.204	1.09152	0.145543	7.49943	6.40946e-14	2.49968e-13
TKT	3221.53	-1.68381	0.061085	-27.5645	2.96837e-167	1.18371e-165
TKTL1	2.96279	1.14827	1.21101	0.944408	0.344961	0.41625
TLCD1	48.5318	-1.56515	0.376268	-4.15376	3.2706e-05	7.32336e-05
TLCD2	34.4432	-1.33092	0.431171	-3.08238	0.00205352	0.00381119
TLE1	233.637	-0.261912	0.163647	-1.60045	0.1095	0.151947
TLE2	751.546	2.79697	0.109761	25.4763	3.60682e-143	1.16333e-141
TLE3	455.771	-1.07573	0.123625	-8.70098	3.29025e-18	1.53376e-17
TLE4	283.577	1.64633	0.154458	10.6575	1.60902e-26	9.71504e-26
TLE6	10.111	-1.37418	0.775025	-1.76401	0.0777298	0.111462
TLK1	218.76	0.0721293	0.168325	0.428513	0.668278	0.723669
TLK2	58.4389	-0.230922	0.315703	-0.731419	0.464524	0.534812
TLL1	36.9119	5.91115	0.855189	5.98942	2.10587e-09	6.49607e-09
TLL2	24.0616	1.82821	0.518217	3.52077	0.000430302	0.000867226
TLN1	2147.14	-0.978506	0.0686157	-14.2605	3.85612e-46	3.6932e-45
TLN2	728.407	2.36946	0.106476	22.2504	1.11791e-109	2.55069e-108
TLR1	6.84966	0.415446	0.854631	0.486195	0.626829	0.687869
TLR10	2.52021	1.87416	1.29789	1.41315	0.157612	0.210109
TLR2	13.2275	2.85765	0.758495	3.70975	0.000207463	0.000430939
TLR3	6.0023	-0.818383	0.927894	-0.879194	0.379296	0.451104
TLR4	39.1796	1.66179	0.398958	4.16142	3.16276e-05	7.09185e-05
TLR5	6.44057	0.103585	0.881164	0.117574	0.906405	0.923729
TLR6	17.3337	-0.885067	0.58493	-1.51115	0.13075	0.178115
TLR7	9.57679	0.38171	0.739883	0.515956	0.605885	0.668355
TLR8	1.93395	1.4369	1.3732	1.03368	0.301286	NA
TLR9	55.3693	-1.31915	0.341953	-3.85433	0.000116047	0.000247198
TLX1	8.02608	-3.17894	1.03117	-2.88604	0.00390118	0.00699828
TLX2	12.0878	-1.0291	0.72638	-1.41331	0.157565	0.210109
TLX3	37.2332	2.52165	0.446296	5.63029	1.79909e-08	5.2142e-08
TM2D1	54.654	0.372402	0.327313	1.13778	0.255212	0.321023
TM2D2	137.236	0.316682	0.209246	1.51346	0.130163	0.177427
TM2D3	224.241	1.44365	0.172758	8.35559	6.51058e-17	2.87455e-16
TM4SF1	717.223	-3.18094	0.127616	-24.9091	5.92518e-137	1.78631e-135
TM4SF18	14.5163	2.63685	0.693327	3.76253	0.000168201	0.000352936
TM4SF19	21.0205	-3.79173	0.764765	-4.73208	2.22229e-06	5.5324e-06
TM4SF20	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
TM4SF4	1.844	-0.793	1.37669	-0.571463	0.567686	NA
TM4SF5	37.7705	-5.4323	0.859192	-5.52726	3.25264e-08	9.28132e-08
TM6SF1	38.4035	2.70194	0.444862	6.04741	1.4719e-09	4.58557e-09
TM6SF2	8.76924	0.289315	0.767204	0.377155	0.706058	0.757012
TM7SF2	254.082	0.390351	0.156122	2.5003	0.0124088	0.0206471
TM7SF3	282.85	-1.09722	0.153688	-7.13842	9.44075e-13	3.4991e-12
TM7SF4	1.3109	0.797385	1.48044	0.536937	0.591311	NA
TM9SF1	333.042	-1.64095	0.149315	-10.9873	4.39792e-28	2.76283e-27
TM9SF2	391.934	-0.81309	0.131137	-6.19999	5.64674e-10	1.80174e-09
TM9SF3	477.337	-0.20547	0.116708	-1.76055	0.0783154	0.112182
TM9SF4	689.476	-0.257692	0.102425	-2.5159	0.0118728	0.019825
TMBIM1	614.795	0.528937	0.10554	5.01174	5.39397e-07	1.41258e-06
TMBIM4	72.5298	-0.821101	0.306	-2.68261	0.00730501	0.0126267
TMBIM6	2475.77	-0.26438	0.0613652	-4.3083	1.64511e-05	3.7841e-05
TMC1	1.62243	1.15085	1.42053	0.804123	0.421326	NA
TMC2	17.3604	4.03391	0.79361	4.85511	1.20318e-06	3.06356e-06
TMC3	4.18403	-0.733482	1.05466	-0.692996	0.488312	0.558134
TMC4	49.5378	-2.5063	0.40997	-6.08463	1.16764e-09	3.66109e-09
TMC5	8.42411	-2.36255	0.908271	-2.54069	0.0110634	0.018576
TMC6	560.21	-0.954614	0.116789	-8.17348	2.99623e-16	1.28916e-15
TMC7	65.638	1.73139	0.31629	5.47062	4.48456e-08	1.26749e-07
TMC8	130.961	-2.28959	0.249083	-9.17951	4.33045e-20	2.16658e-19
TMCC1	225.362	1.02058	0.169226	6.03063	1.63318e-09	5.07181e-09
TMCC2	1080.77	4.18458	0.119793	34.9056	6.12228e-267	4.8607e-265
TMCC3	120.677	3.03078	0.271252	11.1508	7.09598e-29	4.55732e-28
TMCO1	175.264	-0.908264	0.201065	-4.51669	6.28151e-06	1.50547e-05
TMCO3	327.016	-0.207171	0.144631	-1.4324	0.15203	0.204012
TMCO4	61.2699	-2.38812	0.363757	-6.54343	6.0122e-11	2.031e-10
TMCO6	81.5175	-0.710663	0.276353	-2.57111	0.0101375	0.0171393
TMCO7	95.5746	-0.336502	0.256667	-1.31098	0.189866	0.247705
TMED1	209.164	-1.36576	0.181369	-7.52842	5.1356e-14	2.01182e-13
TMED10	719.271	-0.651591	0.100835	-6.46183	1.03442e-10	3.44204e-10
TMED10P1	36.9835	-0.92626	0.407489	-2.2716	0.0231108	0.0366175
TMED11P	1.52112	0.396512	1.42922	0.27745	0.781434	NA
TMED2	490.456	-1.0699	0.120258	-8.89614	5.78226e-19	2.77808e-18
TMED3	423.475	-1.28204	0.130213	-9.84471	7.2249e-23	3.95656e-22
TMED4	334.451	-0.348887	0.138926	-2.51127	0.0120296	0.0200734
TMED5	185.88	-0.523108	0.183983	-2.8431	0.00446773	0.00794878
TMED6	4.81097	-1.017	1.04008	-0.972334	0.330885	0.402001
TMED7	129.544	-0.0637266	0.216891	-0.293817	0.768897	0.811426
TMED8	32.8921	0.236485	0.413807	0.571506	0.567656	0.634563
TMED9	889.378	-1.65029	0.0958619	-17.2139	2.0901e-66	2.80374e-65
TMEFF1	97.1767	1.41135	0.253083	5.57532	2.47073e-08	7.094e-08
TMEFF2	115.964	5.30191	0.430064	12.0463	2.02897e-33	1.46927e-32
TMEM100	16.5145	-0.560049	0.5845	-0.957559	0.338285	0.409546
TMEM101	229.123	-1.01285	0.169608	-5.97099	2.35825e-09	7.24023e-09
TMEM102	40.2014	-2.13618	0.439751	-4.83998	1.29855e-06	3.29493e-06
TMEM104	255.168	-0.200905	0.155518	-1.29183	0.196416	0.25532
TMEM105	5.35183	-2.55487	1.10709	-2.20017	0.0277948	0.0434582
TMEM106A	28.2433	-2.32215	0.525262	-4.39178	1.12429e-05	2.62953e-05
TMEM106B	177.934	0.449956	0.184246	2.44216	0.0145998	0.0239611
TMEM106C	336.086	-1.9599	0.153178	-12.7905	1.85313e-37	1.4706e-36
TMEM107	60.5011	-0.486438	0.317114	-1.53375	0.12509	0.171179
TMEM108	94.5332	3.17059	0.314196	10.0607	8.24246e-24	4.63681e-23
TMEM109	617.879	-0.860886	0.106413	-8.08976	5.97831e-16	2.53309e-15
TMEM11	168.414	-0.467948	0.192336	-2.43286	0.0149803	0.0245144
TMEM110	65.8689	-0.00516762	0.299023	-0.0172816	0.986212	0.988691
TMEM111	176.625	-0.0992357	0.186918	-0.530901	0.595487	0.6585
TMEM114	1.64082	1.15666	1.42602	0.805421	0.420577	NA
TMEM115	320.816	0.122787	0.139693	0.878978	0.379413	0.451212
TMEM116	27.1572	-0.308865	0.460254	-0.670973	0.502238	0.571483
TMEM117	18.778	-0.0992365	0.544054	-0.182393	0.855275	0.882796
TMEM119	25.7306	2.31672	0.527147	4.37797	1.19791e-05	2.79539e-05
TMEM120A	149.164	0.323512	0.2019	1.60235	0.109077	0.151474
TMEM120B	317.321	0.748833	0.140553	5.32773	9.94465e-08	2.74699e-07
TMEM121	120.005	0.653741	0.233794	2.7962	0.0051708	0.00912652
TMEM123	626.524	-2.50986	0.12455	-20.1442	3.02583e-90	5.52459e-89
TMEM125	99.0355	3.96813	0.34446	11.4388	2.6751e-30	1.79424e-29
TMEM126A	48.616	-0.230638	0.349558	-0.659762	0.509407	0.578664
TMEM126B	88.253	-0.0187294	0.257914	-0.0726188	0.942109	0.953137
TMEM127	532.712	0.962498	0.113709	8.46448	2.57309e-17	1.15763e-16
TMEM128	47.6668	0.260619	0.348999	0.74678	0.455196	0.52566
TMEM129	587.544	0.388414	0.106055	3.6624	0.000249867	0.000514875
TMEM130	1203.79	7.74146	0.284558	26.6956	5.29317e-157	1.92685e-155
TMEM131	280.461	-0.219322	0.154911	-1.41578	0.156841	0.209559
TMEM132A	1338.53	1.52029	0.0832159	18.2688	1.4658e-74	2.21907e-73
TMEM132B	173.389	2.534	0.215367	11.7571	6.49186e-32	4.52727e-31
TMEM132C	104.534	6.65063	0.65435	9.26996	1.86209e-20	9.4265e-20
TMEM132D	112.154	2.5834	0.264622	9.75036	1.83817e-22	9.93305e-22
TMEM132E	152.748	5.17827	0.367321	13.8821	8.12954e-44	7.42535e-43
TMEM133	9.64449	-1.48251	0.781476	-1.88516	0.0594083	0.0873891
TMEM134	118.528	-0.392107	0.22987	-1.70569	0.0880663	0.124775
TMEM135	79.9108	-0.630379	0.292575	-2.15428	0.0312184	0.0484184
TMEM136	25.4331	0.685134	0.477502	1.43474	0.151361	0.203213
TMEM138	78.78	-1.79097	0.301451	-5.93397	2.95693e-09	9.03243e-09
TMEM139	24.4682	-0.0362906	0.47713	-0.0760593	0.939372	0.950532
TMEM140	103.128	-0.425711	0.248076	-1.71594	0.0861737	0.122241
TMEM141	245.464	-0.636717	0.160773	-3.96015	7.49015e-05	0.000162651
TMEM143	81.4979	-0.498491	0.286059	-1.74243	0.0814325	0.116239
TMEM144	342.823	4.76598	0.223378	21.2393	4.1367e-100	8.50908e-99
TMEM145	431.717	3.5946	0.158594	22.6415	1.69238e-113	3.98049e-112
TMEM147	383.313	-0.918218	0.133028	-6.902	5.12763e-12	1.83163e-11
TMEM149	37.1417	-0.123381	0.395755	-0.311746	0.755233	0.799718
TMEM14A	88.3606	1.71871	0.271896	6.31832	2.6442e-10	8.59799e-10
TMEM14B	72.2753	-0.912016	0.297668	-3.06286	0.0021923	0.00405505
TMEM14C	278.572	-1.10117	0.160972	-6.83996	7.92164e-12	2.80397e-11
TMEM14E	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
TMEM150A	93.4821	-0.702066	0.26211	-2.67808	0.00740452	0.0127861
TMEM150B	2.65888	-0.216938	1.21979	-0.177717	0.858945	0.885855
TMEM150C	60.3658	1.41805	0.320572	4.42184	9.78622e-06	2.30266e-05
TMEM151A	612.409	7.6113	0.37854	19.4379	3.6899e-84	6.25536e-83
TMEM151B	1894.49	7.45179	0.209509	35.2405	4.78923e-272	4.00151e-270
TMEM154	6.05736	-0.820946	0.930772	-0.879385	0.379193	0.451011
TMEM155	55.3651	5.24611	0.602513	8.30505	9.97755e-17	4.36574e-16
TMEM156	2.74179	0.235327	1.20314	0.195633	0.844897	0.874554
TMEM158	793.071	-2.81054	0.116688	-24.0764	4.41625e-128	1.21454e-126
TMEM159	86.0509	0.0597752	0.266001	0.224719	0.822198	0.855854
TMEM160	288.17	1.46784	0.158183	9.27861	1.71712e-20	8.70516e-20
TMEM161A	257.749	-1.18122	0.16205	-7.28819	3.14142e-13	1.18894e-12
TMEM161B	36.5937	-0.841378	0.407389	-2.06416	0.0390021	0.0593986
TMEM163	133.539	5.22205	0.39544	12.9642	1.95176e-38	1.5906e-37
TMEM164	287.391	-1.4788	0.157455	-9.38985	6.00854e-21	3.08895e-20
TMEM165	210.646	-0.35686	0.172098	-2.07353	0.0381228	0.0581756
TMEM167A	228.503	0.208453	0.166208	1.25418	0.209778	0.271002
TMEM167B	145.55	0.53709	0.205388	2.615	0.0089227	0.015219
TMEM168	76.9901	-0.774554	0.285059	-2.71654	0.00659681	0.0114806
TMEM169	27.4917	2.27973	0.496295	4.57753	4.70503e-06	1.14057e-05
TMEM17	7.61682	0.519826	0.833482	0.623658	0.532852	0.60214
TMEM170A	35.1469	-0.439344	0.413867	-1.06136	0.288525	0.357065
TMEM170B	143.24	2.16364	0.225534	9.58807	8.97519e-22	4.7362e-21
TMEM171	11.5583	-1.39405	0.743277	-1.86737	0.0618494	0.0907455
TMEM173	103.205	-0.751448	0.244848	-3.06855	0.00215104	0.00398249
TMEM175	288.986	1.50321	0.166331	9.0367	1.61478e-19	7.9098e-19
TMEM176A	43.9987	4.70917	0.591457	7.68747	1.50071e-14	6.00762e-14
TMEM176B	59.0561	5.14189	0.569944	8.66958	4.33717e-18	2.00951e-17
TMEM177	94.2343	-1.01823	0.260897	-3.90159	9.55643e-05	0.00020511
TMEM178	635.53	6.28446	0.247941	25.0909	6.24418e-139	1.92211e-137
TMEM179	41.9415	4.01514	0.527694	7.47463	7.74235e-14	3.00747e-13
TMEM179B	138.798	-1.39911	0.220414	-6.34514	2.2223e-10	7.24766e-10
TMEM18	124.911	-0.589307	0.222611	-2.64701	0.00812081	0.0139284
TMEM180	123.164	1.64422	0.231207	7.10945	1.16503e-12	4.29538e-12
TMEM181	285.339	-0.427659	0.148992	-2.87028	0.00410106	0.00733508
TMEM182	13.9547	-0.34962	0.646743	-0.540433	0.588899	0.65229
TMEM183A	13.2692	1.20594	0.652504	1.84616	0.0648684	0.0947378
TMEM184A	84.7325	-4.07418	0.425326	-9.43798	3.80029e-21	1.96696e-20
TMEM184B	1076.94	1.15364	0.0847141	13.6179	3.13439e-42	2.78179e-41
TMEM184C	107.236	0.277511	0.23865	1.16285	0.24489	0.309616
TMEM185A	53.1883	0.418617	0.330179	1.26787	0.204845	0.265295
TMEM185B	118.357	-1.0197	0.232806	-4.37899	1.1923e-05	2.78304e-05
TMEM186	73.3196	-0.755011	0.290503	-2.59838	0.00936643	0.0159309
TMEM187	63.3379	-0.138574	0.305833	-0.453093	0.650482	0.708552
TMEM188	34.5061	-0.0530616	0.406797	-0.130436	0.896221	0.916007
TMEM189	209.233	-0.577559	0.17346	-3.32947	0.000870113	0.00169014
TMEM19	98.3071	0.123204	0.245788	0.501265	0.616185	0.678097
TMEM190	7.02309	0.315367	0.839779	0.375588	0.707223	0.758122
TMEM191A	8.51588	1.91558	0.839086	2.26789	0.0233359	0.0369475
TMEM192	84.116	0.493658	0.263447	1.87385	0.0609513	0.0895239
TMEM194A	196.914	-2.50393	0.212251	-11.7833	4.75754e-32	3.32573e-31
TMEM194B	30.0318	-1.06327	0.455865	-2.32997	0.0198078	0.0317946
TMEM195	2.16257	1.0232	1.33101	0.766204	0.443555	0.514962
TMEM196	11.3153	4.20211	0.976602	3.93367	8.36598e-05	0.000180531
TMEM198	167.887	1.21027	0.194161	6.23278	4.58221e-10	1.47171e-09
TMEM199	72.0866	-0.0528543	0.289416	-0.182623	0.855094	0.882661
TMEM2	281.067	-0.813596	0.155398	-5.23521	1.64794e-07	4.47457e-07
TMEM20	10.9063	-2.16866	0.795901	-2.68654	0.00721973	0.0124891
TMEM200A	11.8602	-0.514228	0.675276	-0.760952	0.446686	0.517706
TMEM200B	61.7309	1.18015	0.311745	3.78482	0.000153821	0.000323848
TMEM200C	42.572	2.35306	0.409258	5.7354	9.72827e-09	2.87022e-08
TMEM201	348.878	-0.261291	0.138196	-1.8907	0.0586641	0.0864249
TMEM203	261.705	-0.0754647	0.154513	-0.488401	0.625266	0.686497
TMEM204	27.5833	3.00848	0.540881	5.51326	3.52247e-08	1.00284e-07
TMEM205	404.896	0.521965	0.126095	4.13945	3.48135e-05	7.77938e-05
TMEM206	95.3764	0.978767	0.252073	3.88258	0.000103354	0.000220963
TMEM207	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
TMEM208	131.938	-0.541363	0.21677	-2.49722	0.012517	0.0208094
TMEM209	91.5624	-1.48892	0.276635	-5.37863	7.50555e-08	2.09235e-07
TMEM211	1.60403	1.13214	1.43005	0.785784	0.431994	NA
TMEM213	1.62243	1.15085	1.42053	0.804123	0.421326	NA
TMEM214	513.336	-1.26941	0.118342	-10.7257	7.7094e-27	4.69685e-26
TMEM215	2.33974	0.716013	1.28136	0.558186	0.576718	0.641586
TMEM216	45.755	0.120902	0.354945	0.340628	0.733383	0.780632
TMEM217	4.75893	0.348304	0.990187	0.351776	0.725006	0.773734
TMEM218	33.6991	-0.991261	0.424098	-2.33544	0.0195205	0.0313679
TMEM219	359.42	0.362826	0.132814	2.73185	0.006298	0.01099
TMEM22	62.0741	0.745917	0.30623	2.43571	0.0148626	0.0243507
TMEM220	10.2303	1.87173	0.757342	2.45877	0.0139412	0.0229662
TMEM221	23.5787	1.58489	0.506137	3.12709	0.00176545	0.0033084
TMEM222	374.182	0.849937	0.13389	6.34794	2.1822e-10	7.1222e-10
TMEM223	89.8671	-1.04315	0.27497	-3.79244	0.000149174	0.00031463
TMEM229A	27.3408	4.43841	0.694533	6.1163	9.57759e-10	3.02137e-09
TMEM229B	297.94	2.71053	0.17353	15.6115	6.07433e-55	6.7756e-54
TMEM231	56.9874	0.60646	0.320292	1.89344	0.0582989	0.0859085
TMEM232	4.54842	1.26576	1.02801	1.22673	0.219923	0.281868
TMEM233	8.15393	3.2371	0.962459	3.22654	0.00125296	0.00239064
TMEM25	384.582	3.44257	0.162443	21.1711	1.76377e-99	3.60269e-98
TMEM26	8.3751	-0.364773	0.784281	-0.464823	0.642058	0.701043
TMEM27	2.55758	-0.71845	1.25537	-0.569313	0.569144	0.635942
TMEM30A	692.051	1.5499	0.105997	14.6216	2.04638e-48	2.03317e-47
TMEM30B	32.8238	-2.37487	0.489616	-4.82099	1.42847e-06	3.61463e-06
TMEM30C	1.3293	0.81223	1.47801	0.548102	0.583622	NA
TMEM31	2.11845	1.01816	1.32134	0.767322	0.44289	0.51436
TMEM33	194.383	-0.533267	0.178935	-2.98008	0.00288177	0.00524572
TMEM35	194.48	6.16319	0.424756	14.0743	5.46304e-45	5.10136e-44
TMEM37	43.4279	-3.64157	0.532297	-6.71397	1.89396e-11	6.56489e-11
TMEM38A	97.2888	2.25197	0.270019	8.33224	7.93284e-17	3.48759e-16
TMEM38B	49.9822	-0.99593	0.355901	-2.79678	0.0051614	0.00911177
TMEM39A	98.1711	-1.88197	0.274519	-6.84802	7.488e-12	2.65262e-11
TMEM39B	122.037	-0.583987	0.230255	-2.53603	0.0112117	0.018807
TMEM40	1.73135	0.0890125	1.3896	0.0640681	0.948916	NA
TMEM41A	114.47	-1.02244	0.239729	-4.2639	2.00893e-05	4.57776e-05
TMEM41B	126.949	-0.277555	0.217259	-1.2775	0.201427	0.261176
TMEM42	89.4904	0.204454	0.264465	0.773095	0.439466	0.511467
